681,-93.61842158,41.99234574,906.59,33.36,314.64
682,-93.61843784,41.99235815,906.59,33.66,314.65
683,-93.61845327,41.99237072,906.59,34.35,314.60
690,-93.61846969,41.99238379,907.25,34.98,314.68
691,-93.61848730,41.99239729,907.25,35.41,314.72
693,-93.61850481,41.99241070,907.25,35.83,314.82
697,-93.61852175,41.99242353,907.25,36.22,314.90
698,-93.61853885,41.99243618,907.90,36.60,314.78
699,-93.61855561,41.99244808,907.90,36.73,314.67
703,-93.61857371,41.99246133,907.90,36.93,314.48
704,-93.61859190,41.99247457,907.90,37.25,314.35
705,-93.61860900,41.99248672,908.56,37.35,314.24
712,-93.61865292,41.99251891,908.56,37.78,314.23
713,-93.61867245,41.99253324,909.22,37.99,314.37
718,-93.61869240,41.99254766,909.87,38.19,314.48
719,-93.61871118,41.99256191,910.53,38.64,314.74
720,-93.61872928,41.99257557,911.18,39.01,314.87
724,-93.61874806,41.99258940,911.84,39.35,314.85
725,-93.61876667,41.99260248,912.50,39.50,314.68
726,-93.61878544,41.99261614,912.50,39.78,314.60
730,-93.61880464,41.99262989,913.15,40.15,314.51
732,-93.61882525,41.99264581,913.81,40.59,314.60
735,-93.61882660,41.99264782,914.46,41.00,314.72
740,-93.61884755,41.99266400,915.12,41.36,314.91
741,-93.61889809,41.99270264,915.12,41.99,314.88
745,-93.61891871,41.99271857,915.78,42.48,315.04
746,-93.61893866,41.99273332,916.43,42.79,315.14
747,-93.61895987,41.99274824,917.09,43.17,314.91
751,-93.61898133,41.99276408,917.74,43.57,314.98
752,-93.61900211,41.99277934,917.74,43.97,314.96
753,-93.61902567,41.99279669,918.40,44.31,314.93
760,-93.61902491,41.99279669,919.06,44.62,314.97
762,-93.61907939,41.99283767,919.06,45.19,314.99
763,-93.61910119,41.99285435,919.71,45.55,315.06
767,-93.61912608,41.99287380,920.37,46.00,315.21
768,-93.61914913,41.99289149,920.37,46.37,315.26
772,-93.61917151,41.99290800,921.02,46.69,315.31
773,-93.61922566,41.99294974,921.68,47.33,315.55
774,-93.61924862,41.99296852,921.68,47.68,315.71
781,-93.61922993,41.99295469,922.34,47.89,315.80
782,-93.61925215,41.99297204,922.34,48.15,315.85
784,-93.61927528,41.99298981,922.34,48.40,315.83
788,-93.61929758,41.99300716,922.34,48.66,315.82
789,-93.61932012,41.99302476,922.99,48.94,315.84
790,-93.61934275,41.99304261,922.99,49.26,315.84
794,-93.61939925,41.99308620,922.99,49.68,315.79
795,-93.61942221,41.99310405,923.65,50.00,315.83
799,-93.61944602,41.99312266,923.65,50.25,315.86
803,-93.61944694,41.99312392,923.65,50.54,315.92
804,-93.61947167,41.99314328,923.65,50.80,315.95
808,-93.61949614,41.99316273,923.65,51.08,315.93
809,-93.61951986,41.99318150,924.30,51.40,315.93
810,-93.61954358,41.99320044,924.30,51.78,315.91
815,-93.61960251,41.99324604,924.30,52.30,315.84
816,-93.61962640,41.99326490,924.96,52.71,315.84
820,-93.61965129,41.99328426,924.96,53.00,315.82
821,-93.61967501,41.99330262,924.96,53.26,315.77
825,-93.61967669,41.99330430,924.96,53.57,315.71
829,-93.61970108,41.99332366,924.96,53.87,315.70
830,-93.61972698,41.99334352,925.62,54.10,315.63
831,-93.61975129,41.99336263,925.62,54.33,315.59
835,-93.61977652,41.99338241,925.62,54.63,315.52
836,-93.61980074,41.99340111,925.62,54.92,315.48
837,-93.61986361,41.99344972,925.62,55.31,315.47
842,-93.61988883,41.99346925,925.62,55.51,315.45
843,-93.61991591,41.99349037,925.62,55.75,315.46
847,-93.61991574,41.99349054,924.96,55.92,315.39
851,-93.61994298,41.99351175,924.96,56.12,315.46
852,-93.61996997,41.99353287,924.96,56.30,315.48
856,-93.61999621,41.99355341,924.96,56.59,315.44
857,-93.62002286,41.99357478,924.96,57.03,315.53
858,-93.62008707,41.99362415,924.96,57.23,315.64
863,-93.62011364,41.99364544,924.96,57.52,315.81
864,-93.62014038,41.99366606,924.96,57.64,315.82
865,-93.62016644,41.99368693,924.96,57.91,315.92
870,-93.62016770,41.99368861,924.30,58.06,316.03
871,-93.62019989,41.99371417,924.96,58.35,316.12
874,-93.62022453,41.99373429,924.30,58.68,316.27
878,-93.62029167,41.99378768,924.96,59.21,316.28
879,-93.62032025,41.99381123,924.30,59.60,316.36
883,-93.62034691,41.99383361,924.30,60.13,316.52
884,-93.62037314,41.99385557,923.65,60.50,316.57
886,-93.62039996,41.99387711,923.65,60.60,316.60
890,-93.62042746,41.99389908,923.65,60.81,316.54
894,-93.62042829,41.99390033,923.65,60.93,316.49
895,-93.62045780,41.99392397,923.65,61.20,316.46
899,-93.62048672,41.99394710,923.65,61.54,316.44
900,-93.62055511,41.99400175,923.65,62.00,316.43
904,-93.62058411,41.99402573,923.65,62.64,316.42
905,-93.62061420,41.99404978,923.65,62.98,316.29
906,-93.62064254,41.99407250,923.65,63.25,316.19
911,-93.62067120,41.99409521,923.65,63.36,316.15
912,-93.62070641,41.99412304,923.65,63.55,316.13
916,-93.62070289,41.99412078,923.65,63.81,316.15
920,-93.62073356,41.99414542,923.65,64.04,316.22
921,-93.62080950,41.99420560,924.30,64.44,316.32
925,-93.62083926,41.99422983,924.30,64.87,316.37
926,-93.62087145,41.99425581,924.30,65.05,316.38
927,-93.62089927,41.99427878,924.30,65.22,316.45
932,-93.62093003,41.99430401,924.30,65.38,316.48
933,-93.62095904,41.99432781,924.30,65.47,316.47
937,-93.62103204,41.99438531,924.30,65.57,316.28
941,-93.62103565,41.99438908,924.30,65.88,316.39
942,-93.62106733,41.99441439,924.96,66.10,316.38
946,-93.62109742,41.99443820,925.62,66.20,316.31
947,-93.62112986,41.99446385,925.62,66.37,316.28
948,-93.62115987,41.99448740,926.27,66.56,316.23
952,-93.62123472,41.99454582,926.93,66.72,316.07
954,-93.62126489,41.99456921,926.93,66.77,315.94
955,-93.62129582,41.99459318,927.58,66.91,315.87
962,-93.62126959,41.99457323,927.58,66.91,315.77
963,-93.62130320,41.99459905,928.24,67.03,315.74
964,-93.62133631,41.99462445,928.90,67.17,315.73
968,-93.62141116,41.99468161,929.55,67.27,315.61
969,-93.62144343,41.99470634,930.21,67.57,315.68
973,-93.62147436,41.99473022,930.86,67.63,315.73
974,-93.62150637,41.99475453,931.52,67.58,315.66
976,-93.62153747,41.99477809,932.18,67.51,315.59
981,-93.62156907,41.99480172,932.83,67.56,315.49
984,-93.62157351,41.99480457,933.49,67.52,315.40
985,-93.62160796,41.99483047,934.14,67.70,315.40
989,-93.62168357,41.99488772,936.11,67.83,315.46
990,-93.62171374,41.99491018,936.77,67.91,315.40
994,-93.62174761,41.99493567,937.42,68.01,315.41
995,-93.62177879,41.99495880,938.74,67.99,315.35
996,-93.62181156,41.99498286,940.05,67.99,315.27
1001,-93.62184349,41.99500624,940.70,68.01,315.13
1005,-93.62192270,41.99506475,942.67,68.10,314.94
1009,-93.62192857,41.99506852,943.33,68.17,314.89
1010,-93.62196269,41.99509375,943.98,68.32,314.87
1011,-93.62199621,41.99511839,945.30,68.42,314.84
1015,-93.62202857,41.99514203,945.95,68.45,314.80
1016,-93.62210685,41.99520003,947.92,68.63,314.80
1020,-93.62213963,41.99522417,949.23,68.74,314.79
1022,-93.62217240,41.99524814,949.89,68.81,314.73
1023,-93.62220610,41.99527270,950.54,68.96,314.68
1030,-93.62217869,41.99525217,950.54,69.19,314.60
1031,-93.62221414,41.99527781,951.86,69.35,314.50
1035,-93.62229729,41.99533825,953.82,69.51,314.38
1036,-93.62233166,41.99536306,954.48,69.60,314.34
1037,-93.62236426,41.99538678,955.14,69.53,314.35
1041,-93.62239779,41.99541084,955.79,69.55,314.27
1042,-93.62243308,41.99543648,956.45,69.60,314.25
1044,-93.62246610,41.99546020,957.10,69.72,314.22
1051,-93.62254573,41.99551796,958.42,69.88,314.13
1052,-93.62255202,41.99552223,958.42,70.01,313.98
1056,-93.62258974,41.99554897,959.73,70.24,314.07
1057,-93.62267531,41.99561049,961.04,70.54,314.01
1058,-93.62270767,41.99563363,961.70,70.82,314.08
1062,-93.62274312,41.99565961,962.35,71.20,314.16
1063,-93.62277749,41.99568450,963.01,71.39,314.21
1068,-93.62281169,41.99570898,963.66,71.49,314.23
1070,-93.62284614,41.99573371,964.32,71.62,314.28
1073,-93.62286977,41.99575106,964.32,71.99,314.39
1077,-93.62290800,41.99577897,964.98,72.16,314.47
1078,-93.62294345,41.99580495,964.98,72.22,314.53
1082,-93.62297782,41.99583010,965.63,72.37,314.65
1083,-93.62305937,41.99589095,966.29,72.57,314.90
1084,-93.62309307,41.99591618,966.94,72.69,315.00
1089,-93.62312802,41.99594267,966.94,72.76,315.12
1091,-93.62316205,41.99596865,966.94,72.90,315.23
1094,-93.62313238,41.99594636,966.94,72.95,315.43
1098,-93.62316851,41.99597334,967.60,73.09,315.51
1099,-93.62325224,41.99603696,968.91,73.27,315.71
1103,-93.62328786,41.99606362,969.57,73.31,315.76
1104,-93.62332223,41.99608994,970.22,73.37,315.87
1105,-93.62335718,41.99611709,971.54,73.51,316.01
1109,-93.62344402,41.99618474,972.85,73.71,316.23
1111,-93.62347512,41.99620921,973.50,73.82,316.37
1116,-93.62345207,41.99619102,972.85,73.82,316.47
1119,-93.62348283,41.99621500,973.50,73.94,316.55
1120,-93.62351870,41.99624299,974.16,73.96,316.60
1124,-93.62360185,41.99630854,976.13,74.07,316.80
1125,-93.62363353,41.99633343,976.78,74.05,316.89
1129,-93.62366823,41.99636084,977.44,74.01,316.96
1130,-93.62370185,41.99638741,978.10,74.07,317.03
1131,-93.62373705,41.99641507,979.41,74.02,316.98
1137,-93.62377007,41.99644080,980.06,74.12,316.95
1140,-93.62382338,41.99648263,981.38,73.98,316.90
1144,-93.62386144,41.99651222,982.03,73.96,316.88
1145,-93.62389614,41.99653854,983.34,74.00,316.82
1146,-93.62393067,41.99656511,984.66,73.81,316.83
1150,-93.62401525,41.99663141,986.62,73.60,316.75
1151,-93.62404718,41.99665605,987.94,73.68,316.79
1155,-93.62408297,41.99668396,989.25,73.71,316.82
1158,-93.62411709,41.99671053,990.56,73.70,316.81
1159,-93.62409035,41.99668849,990.56,73.72,316.80
1165,-93.62412790,41.99671741,991.87,73.69,316.79
1166,-93.62420878,41.99678061,994.50,73.48,316.76
1170,-93.62424348,41.99680734,995.81,73.38,316.78
1171,-93.62427718,41.99683375,997.78,73.39,316.91
1172,-93.62431205,41.99686099,999.09,73.38,316.97
1176,-93.62439553,41.99692762,1001.71,73.40,317.18
1178,-93.62442914,41.99695411,1003.02,73.35,317.19
1180,-93.62440123,41.99693106,1003.02,73.31,317.18
1186,-93.62443820,41.99696031,1004.34,73.41,317.26
1187,-93.62447642,41.99699024,1006.30,73.33,317.26
1191,-93.62455236,41.99705067,1008.93,73.09,317.31
1192,-93.62458614,41.99707707,1010.90,73.05,317.37
1193,-93.62461958,41.99710339,1012.86,72.99,317.44
1197,-93.62465336,41.99713005,1014.18,72.79,317.46
1198,-93.62468714,41.99715670,1016.14,72.78,317.51
1201,-93.62472042,41.99718310,1017.46,72.76,317.51
1207,-93.62477180,41.99722443,1020.08,72.72,317.63
1208,-93.62481069,41.99725552,1022.05,72.65,317.68
1212,-93.62484346,41.99728151,1023.36,72.58,317.73
1213,-93.62492560,41.99734798,1027.30,72.27,317.77
1217,-93.62495595,41.99737228,1029.26,72.22,317.82
1218,-93.62498864,41.99739844,1031.23,72.15,317.87
1219,-93.62502225,41.99742526,1033.20,72.08,317.92
1224,-93.62505485,41.99745141,1034.51,72.02,317.93
1226,-93.62502803,41.99742836,1033.86,72.01,317.91
1232,-93.62510959,41.99749491,1037.79,72.00,317.98
1233,-93.62514295,41.99752140,1039.76,72.00,317.95
1234,-93.62518050,41.99755124,1041.73,71.97,317.91
1238,-93.62521268,41.99757655,1043.04,71.94,317.84
1239,-93.62528963,41.99763866,1046.98,71.74,317.84
1243,-93.62532265,41.99766473,1048.94,71.71,317.81
1244,-93.62535467,41.99768920,1050.26,71.71,317.58
1247,-93.62532768,41.99766615,1049.60,71.63,317.50
1251,-93.62536180,41.99769314,1051.57,71.17,317.51
1254,-93.62544386,41.99775928,1055.50,70.86,317.58
1258,-93.62547579,41.99778459,1057.47,70.65,317.65
1259,-93.62550840,41.99781049,1059.44,70.63,317.69
1260,-93.62554142,41.99783656,1060.75,70.59,317.66
1264,-93.62557403,41.99786187,1062.72,70.52,317.55
1265,-93.62565097,41.99792348,1066.66,70.34,317.47
1270,-93.62562256,41.99789951,1066.00,70.35,317.42
1272,-93.62565684,41.99792624,1067.97,70.32,317.35
1275,-93.62569414,41.99795566,1070.59,70.24,317.43
1279,-93.62576933,41.99801618,1074.53,69.96,317.58
1280,-93.62580109,41.99804116,1075.84,69.91,317.49
1284,-93.62583336,41.99806647,1077.81,69.73,317.46
1285,-93.62586547,41.99809195,1079.78,69.66,317.46
1286,-93.62589698,41.99811693,1081.74,69.48,317.44
1291,-93.62592850,41.99814208,1083.06,69.48,317.55
1293,-93.62597938,41.99818281,1086.34,69.47,317.57
1299,-93.62601466,41.99821073,1087.65,69.39,317.51
1300,-93.62604593,41.99823529,1089.62,69.19,317.43
1301,-93.62612489,41.99829790,1094.21,69.80,317.15
1305,-93.62615691,41.99832338,1096.18,68.94,317.47
1306,-93.62618658,41.99834676,1098.14,68.91,317.40
1307,-93.62621952,41.99837258,1100.11,68.64,317.32
1312,-93.62625221,41.99839798,1102.08,68.57,317.14
1313,-93.62622715,41.99837677,1101.42,69.34,316.89
1318,-93.62630577,41.99843863,1105.36,70.25,316.70
1321,-93.62633787,41.99846336,1107.98,69.08,316.86
1322,-93.62637366,41.99849135,1109.95,69.08,316.82
1326,-93.62645178,41.99855380,1114.54,69.48,317.00
1327,-93.62648179,41.99857777,1115.86,69.43,317.05
1331,-93.62651347,41.99860275,1118.48,69.25,317.10
1333,-93.62654482,41.99862806,1120.45,68.87,317.24
1334,-93.62651817,41.99860610,1119.79,68.87,317.31
1339,-93.62655228,41.99863292,1121.76,68.87,317.22
1342,-93.62663132,41.99869537,1126.35,69.12,316.97
1346,-93.62666611,41.99872227,1128.32,68.82,316.91
1347,-93.62669486,41.99874482,1130.29,68.79,316.82
1348,-93.62672620,41.99876913,1132.26,68.78,316.76
1352,-93.62680432,41.99882965,1136.19,69.00,316.24
1353,-93.62683542,41.99885395,1138.16,68.60,316.38
1358,-93.62680977,41.99883115,1139.47,68.23,316.15
1360,-93.62684355,41.99885722,1142.10,68.19,316.34
1363,-93.62687976,41.99888480,1144.72,68.21,316.44
1367,-93.62695461,41.99894146,1150.62,68.14,316.56
1368,-93.62698604,41.99896635,1151.94,68.83,316.45
1372,-93.62701789,41.99899125,1153.90,68.76,316.47
1373,-93.62704966,41.99901648,1155.87,68.60,316.63
1374,-93.62708118,41.99904112,1157.18,68.57,316.51
1379,-93.62715821,41.99910172,1161.12,68.10,316.38
1380,-93.62716265,41.99910549,1161.12,68.54,316.58
1385,-93.62719702,41.99913307,1163.09,68.71,316.67
1388,-93.62722761,41.99915780,1164.40,68.72,316.88
1392,-93.62730389,41.99921865,1168.34,68.92,316.70
1393,-93.62733532,41.99924447,1169.65,68.60,316.99
1394,-93.62736566,41.99926936,1171.62,68.63,317.15
1398,-93.62739659,41.99929484,1172.93,68.59,317.19
1400,-93.62742769,41.99932049,1174.24,68.62,317.23
1404,-93.62744856,41.99933767,1174.90,68.68,316.89
1406,-93.62748343,41.99936642,1176.21,68.64,317.33
1409,-93.62751419,41.99939190,1178.18,68.65,317.43
1413,-93.62759055,41.99945351,1180.80,68.66,317.06
1414,-93.62762072,41.99947849,1182.11,68.64,317.29
1418,-93.62765173,41.99950422,1183.42,68.62,317.31
1419,-93.62768308,41.99953037,1184.74,68.65,317.31
1421,-93.62771435,41.99955619,1185.39,68.68,317.26
1425,-93.62768794,41.99953540,1184.74,68.69,317.32
1426,-93.62776355,41.99959676,1187.36,68.13,316.98
1428,-93.62779540,41.99962249,1188.67,68.50,317.15
1434,-93.62782977,41.99965015,1189.98,68.46,317.16
1435,-93.62790579,41.99971075,1192.61,67.87,316.90
1439,-93.62793705,41.99973590,1193.92,68.31,317.07
1440,-93.62796891,41.99976104,1194.58,68.52,316.91
1442,-93.62800143,41.99978669,1195.89,68.57,316.81
1446,-93.62797486,41.99976532,1195.23,68.74,316.73
1447,-93.62805658,41.99982877,1198.51,68.79,316.29
1452,-93.62808860,41.99985425,1199.17,68.80,316.47
1455,-93.62812154,41.99988007,1199.82,68.82,316.43
1456,-93.62815255,41.99990421,1201.14,68.85,316.35
1460,-93.62823394,41.99996674,1203.76,68.89,315.93
1461,-93.62826554,41.99999272,1205.07,69.07,316.36
1466,-93.62829790,42.00001786,1205.73,69.10,316.23
1467,-93.62827040,41.99999632,1205.07,69.10,316.21
1471,-93.62835129,42.00005919,1207.70,69.18,316.05
1473,-93.62838414,42.00008492,1208.35,69.18,316.31
1476,-93.62841642,42.00011065,1209.66,69.24,316.47
1480,-93.62844802,42.00013597,1210.98,69.23,316.63
1481,-93.62852823,42.00019992,1213.60,69.27,317.11
1485,-93.62855773,42.00022331,1214.91,69.31,316.97
1487,-93.62859285,42.00025113,1216.22,69.36,317.00
1488,-93.62856553,42.00022926,1215.57,69.38,317.03
1492,-93.62864566,42.00029313,1218.85,69.41,317.22
1494,-93.62867768,42.00031894,1219.50,69.64,317.10
1500,-93.62870978,42.00034509,1220.82,69.66,317.11
1501,-93.62874121,42.00037058,1221.47,69.46,317.18
1505,-93.62882135,42.00043495,1224.75,69.53,317.33
1506,-93.62885236,42.00046043,1226.06,69.56,317.28
1507,-93.62888304,42.00048557,1226.72,69.91,317.27
1512,-93.62885705,42.00046470,1226.06,69.89,317.38
1513,-93.62889376,42.00049438,1227.38,69.87,317.33
1518,-93.62896862,42.00055464,1230.66,69.54,317.36
1521,-93.62900181,42.00058138,1231.31,69.80,317.19
1522,-93.62903391,42.00060753,1232.62,69.79,317.22
1526,-93.62906576,42.00063335,1233.94,69.76,317.19
1527,-93.62914472,42.00069697,1236.56,70.37,317.27
1528,-93.62917590,42.00072245,1237.87,70.39,317.42
1533,-93.62914866,42.00070040,1236.56,70.43,317.55
1534,-93.62918378,42.00072907,1238.53,70.47,317.68
1539,-93.62926483,42.00079503,1241.81,70.49,317.86
1540,-93.62929777,42.00082152,1242.46,70.55,317.69
1543,-93.62933013,42.00084792,1243.78,70.81,317.70
1547,-93.62936164,42.00087341,1245.09,70.51,317.77
1548,-93.62943809,42.00093694,1248.37,70.47,318.17
1552,-93.62947254,42.00096234,1250.34,70.69,317.47
1554,-93.62944496,42.00094013,1249.02,70.67,317.53
1555,-93.62947941,42.00096804,1250.99,70.75,317.56
1559,-93.62956222,42.00103560,1254.27,70.80,317.72
1561,-93.62959374,42.00106116,1255.58,70.81,317.70
1567,-93.62962634,42.00108740,1256.90,70.82,317.68
1568,-93.62965895,42.00111371,1258.21,70.85,317.67
1572,-93.62973740,42.00117725,1261.49,70.85,317.59
1573,-93.62977018,42.00120382,1262.80,70.85,317.59
1575,-93.62974310,42.00118144,1262.14,70.84,317.60
1579,-93.62977956,42.00121086,1263.46,70.82,317.58
1580,-93.62981393,42.00123869,1264.77,70.79,317.56
1585,-93.62988886,42.00129954,1268.05,70.78,317.56
1588,-93.62991963,42.00132444,1269.36,70.80,317.58
1589,-93.62995173,42.00135059,1271.33,70.83,317.60
1593,-93.62998467,42.00137707,1272.64,70.86,317.58
1594,-93.63001694,42.00140289,1273.95,70.90,317.51
1599,-93.63009590,42.00146668,1277.89,70.93,317.49
1600,-93.63010101,42.00147028,1277.89,70.95,317.45
1601,-93.63013797,42.00149995,1279.86,70.95,317.50
1605,-93.63017033,42.00152560,1281.82,70.78,317.42
1609,-93.63024535,42.00158612,1285.76,70.62,317.47
1613,-93.63027837,42.00161244,1287.07,70.64,317.39
1614,-93.63031081,42.00163817,1289.04,70.63,317.33
1615,-93.63034333,42.00166315,1291.01,70.56,317.11
1620,-93.63037719,42.00169005,1292.98,70.51,317.12
1621,-93.63035054,42.00166809,1291.66,70.52,317.09
1622,-93.63042975,42.00173071,1295.60,70.52,316.93
1626,-93.63046302,42.00175627,1297.57,70.54,316.75
1628,-93.63049898,42.00178393,1299.54,70.55,316.61
1634,-93.63058062,42.00184772,1303.47,70.56,316.48
1635,-93.63061306,42.00187253,1305.44,70.56,316.37
1636,-93.63064567,42.00189759,1306.75,70.54,316.33
1641,-93.63067861,42.00192307,1308.72,70.56,316.30
1642,-93.63065061,42.00190145,1307.41,70.58,316.40
1646,-93.63073619,42.00196808,1312.00,70.59,316.33
1647,-93.63076704,42.00199180,1313.97,70.59,316.22
1648,-93.63080040,42.00201754,1315.94,70.58,316.30
1653,-93.63083627,42.00204528,1318.56,70.55,316.39
1656,-93.63091716,42.00210814,1324.46,70.06,316.71
1660,-93.63095202,42.00213371,1325.78,70.73,315.95
1662,-93.63098639,42.00216128,1327.74,70.53,316.31
1663,-93.63095798,42.00213916,1326.43,70.53,316.39
1667,-93.63103878,42.00220244,1332.34,70.24,316.83
1668,-93.63107214,42.00222851,1333.65,70.55,316.47
1672,-93.63110650,42.00225550,1335.62,70.51,316.48
1674,-93.63113827,42.00228031,1337.58,70.32,316.45
1678,-93.63121949,42.00234401,1342.18,70.15,316.50
1681,-93.63124807,42.00236614,1343.49,70.17,316.36
1683,-93.63128403,42.00239422,1346.11,70.18,316.38
1687,-93.63125604,42.00237209,1344.14,70.13,316.29
1688,-93.63133810,42.00243613,1349.39,70.09,316.56
1692,-93.63137196,42.00246211,1351.36,70.09,316.11
1693,-93.63140490,42.00248742,1353.33,70.06,315.98
1695,-93.63143725,42.00251240,1354.64,70.08,315.79
1699,-93.63151873,42.00257384,1359.23,70.11,315.27
1702,-93.63154890,42.00259932,1360.54,70.12,315.89
1706,-93.63158192,42.00262506,1361.86,70.35,315.91
1708,-93.63155385,42.00260385,1359.89,70.18,315.84
1709,-93.63159366,42.00263469,1361.86,70.15,315.84
1713,-93.63167195,42.00269538,1365.14,70.11,315.63
1714,-93.63170539,42.00272111,1367.10,70.09,315.85
1718,-93.63173883,42.00274726,1369.07,69.81,316.02
1719,-93.63177152,42.00277241,1371.04,69.81,316.13
1720,-93.63184872,42.00283284,1374.98,70.22,316.44
1727,-93.63188007,42.00285673,1376.29,69.75,316.20
1729,-93.63185258,42.00283544,1374.98,70.02,316.31
1733,-93.63188912,42.00286369,1376.94,69.66,316.36
1734,-93.63192449,42.00289135,1378.91,69.68,316.32
1735,-93.63199951,42.00294952,1382.85,69.91,316.17
1739,-93.63203019,42.00297358,1384.16,69.62,316.21
1740,-93.63206254,42.00299889,1386.13,69.44,316.30
1744,-93.63209498,42.00302454,1387.44,69.48,316.46
1748,-93.63212868,42.00305136,1389.41,69.45,316.56
1750,-93.63216078,42.00307667,1390.72,69.17,316.62
1754,-93.63220814,42.00311431,1393.34,69.39,316.78
1755,-93.63224309,42.00314255,1395.31,69.09,316.90
1756,-93.63227519,42.00316812,1396.62,69.07,316.97
1760,-93.63235423,42.00323241,1401.22,69.07,317.64
1761,-93.63238759,42.00325814,1403.18,69.01,317.17
1768,-93.63241509,42.00328060,1405.15,68.44,317.41
1769,-93.63244610,42.00330609,1407.12,68.42,317.65
1771,-93.63247787,42.00333190,1409.09,68.44,317.79
1775,-93.63249932,42.00334892,1410.40,68.46,317.81
1776,-93.63253327,42.00337633,1412.37,68.28,317.57
1780,-93.63256504,42.00340206,1414.34,68.08,317.55
1781,-93.63264022,42.00346283,1418.93,68.06,317.54
1785,-93.63267107,42.00348705,1420.90,67.79,317.22
1789,-93.63270300,42.00351287,1422.86,67.96,317.22
1790,-93.63273393,42.00353784,1424.18,67.90,317.14
1795,-93.63276511,42.00356316,1426.14,67.81,317.16
1796,-93.63278531,42.00357950,1427.46,67.79,316.92
1800,-93.63281867,42.00360683,1429.42,67.75,317.07
1801,-93.63285044,42.00363306,1430.74,67.73,317.24
1802,-93.63292387,42.00369325,1435.33,67.66,317.57
1806,-93.63295354,42.00371730,1437.30,67.05,317.47
1810,-93.63298455,42.00374228,1439.26,66.84,317.35
1811,-93.63301473,42.00376684,1440.58,66.79,317.35
1816,-93.63304549,42.00379182,1442.54,66.75,317.34
1817,-93.63306493,42.00380774,1443.86,66.68,317.42
1821,-93.63309846,42.00383498,1445.82,66.62,317.42
