Index,Pitch,Roll,TurnRate
35832,-0.37,-20.37,-4.25
35852,-0.67,-20.87,-5.21
35875,-0.87,-21.08,-4.93
35896,-0.88,-21.33,-4.37
35917,-1.07,-21.13,-4.53
35952,-1.02,-20.66,-5.60
35973,-1.02,-20.27,-4.53
35993,-1.19,-20.30,-5.09
36017,-1.20,-20.59,-5.49
36037,-1.28,-20.27,-5.60
36058,-1.61,-19.55,-5.26
36078,-1.51,-19.29,-5.09
36102,-1.53,-18.91,-5.88
36123,-1.48,-18.62,-4.37
36147,-1.29,-18.44,-4.65
36168,-1.30,-18.22,-5.15
36191,-0.95,-18.57,-5.54
36212,-0.78,-19.16,-5.54
36232,-0.88,-19.40,-4.76
36256,-1.07,-19.08,-5.21
36277,-1.12,-19.27,-5.37
36297,-1.21,-18.45,-5.15
36321,-1.03,-18.59,-4.09
36343,-0.91,-18.02,-5.04
36364,-0.41,-16.77,-5.21
36389,-0.27,-16.76,-5.21
36408,0.21,-16.37,-5.32
36429,0.27,-16.62,-4.81
36453,0.46,-16.30,-5.43
36474,0.47,-16.22,-3.86
36497,0.56,-16.17,-4.76
36518,0.60,-16.11,-4.93
36542,0.65,-15.78,-4.87
36562,0.46,-15.91,-3.81
36583,0.43,-15.96,-5.65
36604,-0.14,-16.85,-5.09
36628,-0.38,-18.42,-5.65
36649,-1.15,-20.14,-5.71
36669,-1.90,-21.26,-6.38
36693,-2.97,-22.62,-7.28
36714,-4.55,-23.43,-6.94
36735,-6.13,-23.22,-7.61
36758,-7.85,-21.58,-7.73
36780,-9.30,-18.38,-7.73
36800,-10.22,-14.43,-7.17
36824,-9.88,-9.48,-5.49
36845,-9.77,-6.34,-5.60
36870,-9.41,-5.46,-5.54
36890,-8.77,-6.06,-6.16
36911,-8.06,-7.53,-5.65
36931,-7.46,-9.12,-6.38
36955,-7.06,-9.82,-6.55
36976,-6.45,-9.51,-7.78
36997,-5.47,-7.99,-8.29
37021,-4.22,-5.51,-7.33
37041,-2.37,-3.63,-7.00
37062,-0.66,-3.56,-7.39
37086,0.41,-4.91,-7.56
37106,0.70,-6.27,-7.61
37127,0.87,-6.85,-8.62
37147,0.90,-7.02,-7.84
37170,0.74,-6.94,-8.85
37191,0.52,-6.45,-8.40
37211,0.49,-5.73,-7.95
37236,0.51,-5.02,-7.84
37260,0.43,-4.47,-8.51
37284,0.51,-4.16,-9.07
37305,0.58,-3.83,-7.50
37326,0.73,-3.54,-7.78
37349,0.74,-3.36,-8.23
37370,0.89,-3.08,-8.40
37390,1.01,-2.90,-6.61
37413,1.16,-2.95,-7.78
37434,1.35,-3.43,-7.22
37457,1.31,-4.15,-8.01
37478,1.38,-4.53,-7.33
37498,1.37,-5.31,-9.18
37519,1.44,-5.70,-7.89
37542,1.33,-5.55,-8.62
37563,1.29,-4.74,-7.78
37583,1.26,-4.78,-9.07
37606,1.07,-4.57,-8.90
37627,1.08,-3.83,-9.40
37651,0.79,-3.23,-7.89
37677,0.70,-2.53,-7.78
37702,0.68,-2.09,-7.89
37718,0.67,-1.87,-7.78
37738,0.72,-2.03,-7.78
37762,0.86,-2.48,-7.33
37783,0.77,-3.12,-7.56
37803,0.68,-3.38,-7.73
37827,0.60,-3.46,-8.23
37848,0.73,-3.57,-7.78
37868,0.84,-3.35,-8.96
37892,0.98,-3.01,-8.01
37912,0.98,-2.91,-8.62
37932,0.98,-3.03,-7.39
37956,1.13,-2.81,-8.17
37976,1.10,-2.36,-7.78
37996,1.12,-2.00,-8.06
38020,0.92,-2.08,-8.29
38041,0.98,-2.42,-7.89
38061,0.78,-2.29,-7.78
38092,0.77,-2.54,-7.67
38118,0.62,-2.96,-7.33
38139,0.37,-1.98,-6.55
38159,0.69,-1.45,-7.39
38182,0.73,-1.06,-8.12
38203,0.69,-1.39,-6.38
38223,0.58,-2.18,-6.72
38247,0.53,-3.14,-7.39
38267,0.38,-4.33,-7.89
38287,0.15,-5.01,-6.83
38311,0.04,-5.58,-8.23
38331,-0.08,-5.89,-8.79
38352,-0.15,-5.69,-8.40
38376,-0.02,-5.22,-8.68
38396,0.05,-4.40,-7.73
38417,0.27,-3.45,-8.29
38441,0.38,-3.17,-8.29
38465,0.62,-2.57,-8.90
38493,0.56,-2.68,-8.12
38516,0.73,-2.47,-8.51
38531,0.69,-2.47,-8.79
38557,0.65,-2.27,-7.73
38580,0.74,-1.90,-8.62
38601,0.62,-1.92,-8.96
38616,0.58,-1.77,-6.55
38632,0.68,-1.75,-7.95
38647,0.74,-1.74,-7.67
38663,0.68,-1.67,-8.40
38679,0.84,-1.84,-7.84
38701,0.77,-2.12,-8.12
38728,0.74,-2.37,-8.17
38750,0.63,-2.68,-6.49
38771,0.70,-2.61,-7.84
38796,0.57,-2.85,-8.12
38817,0.51,-2.86,-7.56
38839,0.51,-2.82,-8.06
38864,0.51,-2.70,-7.89
38885,0.42,-2.75,-7.84
38905,0.37,-2.62,-8.51
38928,0.37,-2.70,-8.73
38949,0.30,-2.59,-8.06
38970,0.49,-2.69,-8.01
38990,0.63,-2.67,-8.96
39014,0.51,-2.62,-8.01
39034,0.40,-2.41,-7.84
39058,0.52,-2.19,-8.17
39079,0.59,-1.93,-7.45
39100,0.84,-1.60,-8.29
39123,0.94,-1.35,-7.61
39144,0.88,-1.46,-7.89
39165,0.85,-1.45,-8.06
39189,0.90,-1.79,-8.06
39209,0.73,-2.12,-7.61
39233,0.71,-2.65,-7.95
39254,0.78,-3.03,-8.06
39274,0.77,-3.03,-8.79
39311,0.77,-3.01,-8.12
39343,0.69,-2.87,-8.23
39358,0.96,-2.73,-7.95
39374,1.02,-3.04,-8.79
39392,0.98,-3.26,-7.22
39408,0.85,-3.23,-7.78
39429,0.89,-3.10,-7.95
39450,0.62,-3.01,-7.89
39473,0.60,-2.96,-7.05
39494,0.52,-2.75,-8.12
39518,0.41,-2.61,-8.29
39538,0.29,-2.56,-8.51
39559,0.36,-2.53,-7.39
39579,0.26,-2.59,-8.17
39603,0.13,-2.75,-8.01
39623,0.26,-2.62,-8.57
39643,0.29,-2.59,-7.22
39667,0.41,-2.43,-8.62
39687,0.75,-2.08,-7.33
39712,0.90,-2.01,-8.45
39732,0.90,-2.39,-7.05
39767,0.97,-2.92,-7.45
39787,1.06,-3.10,-7.61
39807,0.91,-3.33,-8.29
39827,0.73,-3.51,-8.06
39851,0.60,-3.57,-7.84
39871,0.45,-3.54,-8.01
39891,0.35,-3.49,-8.23
39911,0.23,-3.35,-8.23
39934,0.19,-3.13,-7.84
39954,0.31,-2.68,-7.61
39975,0.41,-2.11,-8.51
39999,0.46,-1.79,-8.57
40019,0.52,-1.56,-7.56
40039,0.51,-1.65,-7.89
40062,0.45,-1.89,-7.33
40083,0.47,-2.23,-7.78
40105,0.41,-2.87,-7.39
40129,0.29,-3.25,-7.56
40152,0.09,-3.49,-7.28
40177,0.13,-3.68,-7.11
40196,0.14,-3.59,-8.51
40216,0.12,-3.76,-7.67
40237,0.14,-3.72,-7.45
40260,0.05,-3.85,-8.34
40281,0.00,-3.82,-7.84
40305,0.01,-3.83,-8.57
40325,0.01,-3.67,-8.45
40348,-0.01,-3.72,-7.39
40371,-0.08,-3.62,-8.51
40391,-0.15,-3.42,-7.89
40414,-0.09,-3.01,-8.57
40435,-0.17,-2.83,-8.57
40455,-0.03,-2.48,-7.73
40478,-0.09,-2.02,-7.73
40500,-0.03,-1.46,-7.56
40519,-0.07,-1.57,-7.78
40544,-0.06,-1.84,-8.29
40563,-0.02,-2.10,-7.56
40593,-0.01,-2.51,-9.12
40613,0.00,-2.64,-7.73
40636,-0.12,-3.07,-7.84
40657,-0.10,-3.45,-7.22
40678,-0.10,-3.86,-7.95
40701,-0.30,-3.89,-7.33
40721,-0.52,-4.04,-7.78
40742,-0.53,-3.81,-7.73
40762,-0.52,-3.69,-8.34
40786,-0.48,-3.46,-8.23
40806,-0.36,-3.37,-8.45
40827,-0.23,-3.46,-7.84
40848,-0.31,-3.59,-8.62
40872,-0.36,-3.61,-8.34
40893,-0.54,-3.74,-8.29
40916,-0.53,-3.59,-7.84
40937,-0.57,-3.39,-8.40
40961,-0.37,-3.03,-7.89
40977,-0.45,-2.79,-8.17
41013,-0.45,-2.33,-7.22
41028,-0.44,-1.86,-7.28
41043,-0.24,-1.60,-8.57
41063,-0.26,-1.74,-8.17
41081,-0.32,-1.74,-6.94
41101,-0.29,-1.91,-7.45
41125,-0.26,-2.15,-7.50
41147,-0.51,-2.63,-7.73
41170,-0.65,-3.00,-7.89
41190,-0.65,-3.61,-7.73
41211,-0.70,-3.82,-8.01
41234,-0.77,-4.40,-8.29
41254,-0.74,-4.69,-7.00
41274,-0.75,-4.39,-8.40
41297,-0.70,-4.56,-7.95
41318,-0.64,-5.22,-6.94
41338,-0.48,-5.74,-8.34
41379,-0.42,-5.97,-8.17
41403,-0.67,-6.47,-8.57
41419,-0.86,-6.27,-8.96
41443,-1.03,-6.05,-8.90
41463,-1.04,-5.68,-8.06
41483,-1.14,-5.13,-9.12
41506,-1.19,-4.69,-8.12
41526,-1.06,-4.06,-8.85
41547,-1.13,-3.51,-8.06
41571,-1.03,-2.84,-8.29
41591,-0.91,-2.26,-7.39
41611,-0.61,-1.98,-8.73
41631,-0.43,-1.98,-7.73
41646,-0.24,-2.34,-8.29
41661,-0.29,-2.76,-7.50
41681,-0.16,-3.09,-7.95
41699,-0.02,-3.40,-7.00
41720,0.09,-3.65,-7.67
41739,0.05,-3.81,-7.17
41759,0.10,-3.89,-8.51
41777,0.04,-4.01,-7.11
41798,0.15,-4.11,-8.01
41814,0.03,-4.20,-8.62
41835,0.05,-4.28,-7.73
41856,-0.12,-4.28,-7.50
41876,-0.02,-3.87,-8.57
41897,-0.05,-3.33,-8.23
41920,0.18,-3.16,-7.45
41940,0.21,-3.31,-7.89
41961,0.29,-3.48,-8.17
41984,0.26,-3.51,-7.61
42004,0.40,-3.82,-7.73
42024,0.36,-3.95,-8.29
42047,0.32,-3.74,-7.22
42067,0.36,-3.42,-8.34
42088,0.43,-2.86,-7.73
42111,0.63,-2.23,-8.01
42131,0.79,-1.86,-7.73
42152,0.97,-1.67,-7.50
42175,1.13,-1.88,-7.78
42200,1.10,-2.29,-7.73
42220,0.98,-2.92,-7.05
42244,0.80,-3.48,-8.90
42264,0.64,-3.77,-7.73
42284,0.58,-4.05,-7.78
42307,0.43,-4.18,-7.78
42327,0.46,-4.19,-8.51
42347,0.42,-4.04,-7.84
42370,0.59,-4.01,-7.39
42391,0.41,-3.63,-8.06
42411,0.50,-3.19,-8.62
42431,0.35,-3.25,-8.23
42455,0.30,-2.93,-9.12
42475,0.23,-2.53,-7.78
42496,0.30,-2.50,-7.11
42519,0.27,-2.37,-8.12
42543,0.41,-2.45,-8.12
42572,0.58,-2.64,-7.95
42590,0.58,-2.98,-7.78
42611,0.68,-3.42,-6.77
42631,0.87,-3.55,-7.17
42654,0.90,-3.89,-7.39
42674,1.08,-3.95,-7.45
42694,1.10,-4.15,-7.17
42714,1.31,-4.64,-6.66
42737,1.13,-5.30,-8.06
42757,1.09,-5.46,-8.29
42777,0.94,-5.57,-8.40
42800,0.73,-5.74,-7.95
42821,0.53,-5.56,-7.28
42841,0.42,-5.29,-8.12
42864,0.54,-5.16,-8.51
42884,0.55,-5.12,-7.56
42907,0.45,-4.74,-8.85
42927,0.58,-4.35,-7.95
42951,0.64,-3.91,-7.11
42972,0.84,-3.37,-8.68
42991,0.75,-2.98,-7.05
43016,0.92,-2.30,-7.22
43036,1.08,-1.94,-7.50
43059,1.28,-1.92,-8.68
43079,1.43,-2.25,-8.51
43099,1.58,-2.79,-7.95
43123,1.80,-3.09,-7.11
43144,1.82,-3.50,-7.17
43163,1.95,-4.13,-7.78
43187,1.85,-4.69,-7.73
43208,1.86,-4.94,-7.73
43228,1.96,-5.32,-7.95
43251,1.82,-5.59,-9.12
43271,1.59,-5.64,-8.40
43291,1.49,-5.47,-9.35
43311,1.41,-5.24,-8.73
43334,1.31,-4.83,-8.73
43357,1.17,-4.34,-8.45
43376,1.23,-3.87,-7.56
43401,1.26,-3.31,-8.06
43421,1.26,-3.00,-8.68
43457,1.29,-2.79,-8.12
43475,1.56,-2.79,-8.29
43495,1.46,-3.14,-7.22
43518,1.55,-3.51,-7.22
43538,1.37,-6.84,-6.94
43559,0.98,-11.39,-9.24
43582,0.20,-14.89,-9.07
43603,-0.64,-16.24,-10.47
43624,-1.67,-16.65,-10.19
43647,-2.58,-16.25,-9.96
43668,-3.43,-16.05,-10.86
43691,-4.22,-15.92,-10.75
43711,-4.85,-15.78,-11.03
43731,-5.53,-15.48,-11.31
43755,-6.27,-15.05,-11.08
43775,-6.83,-14.86,-10.64
43795,-6.86,-14.60,-10.92
43825,-7.11,-13.94,-11.25
43851,-7.24,-12.44,-9.85
43867,-6.84,-10.72,-10.58
43891,-6.12,-8.79,-10.52
43911,-5.44,-7.53,-9.63
43931,-4.50,-6.57,-8.45
43955,-3.50,-8.21,-8.45
43975,-2.75,-11.21,-10.86
43995,-2.99,-13.03,-9.96
44019,-3.45,-14.14,-9.91
44039,-4.30,-14.58,-9.91
44059,-5.37,-14.26,-9.01
44079,-6.10,-13.04,-9.52
44103,-6.46,-11.17,-8.90
44129,-6.48,-9.26,-9.24
44149,-5.78,-8.96,-9.07
44172,-5.21,-9.87,-10.19
44196,-4.84,-11.22,-10.08
44245,-4.81,-12.46,-10.19
44264,-5.13,-14.75,-10.69
44291,-5.12,-14.97,-10.75
44314,-5.70,-15.08,-10.97
44334,-6.27,-14.56,-10.30
44354,-6.62,-13.55,-9.80
44374,-6.83,-11.87,-9.96
44397,-6.73,-9.69,-9.80
44418,-6.12,-7.12,-9.18
44439,-5.06,-4.34,-8.85
44457,-3.70,-2.04,-8.23
44477,-2.01,0.08,-9.01
44497,-0.20,1.86,-7.61
44514,1.10,2.78,-7.67
44535,1.61,2.37,-6.44
44550,1.74,0.81,-7.22
44573,1.30,-1.84,-7.22
44591,0.89,-4.76,-8.51
44608,0.40,-6.71,-8.40
44633,-0.13,-7.94,-9.35
44646,-0.63,-8.90,-9.68
44669,-0.81,-9.82,-9.35
44685,-1.04,-10.63,-9.63
44703,-1.20,-11.03,-9.52
44724,-1.26,-11.56,-10.19
44744,-1.26,-11.81,-10.47
44768,-1.36,-12.15,-7.95
44785,-1.35,-12.14,-10.02
44803,-1.48,-12.35,-10.08
44827,-1.49,-12.81,-8.34
44848,-1.52,-13.17,-9.57
44869,-1.89,-13.96,-10.36
44892,-2.34,-14.79,-9.52
44913,-2.93,-15.54,-10.80
44933,-3.53,-15.95,-10.92
44956,-4.22,-15.54,-9.68
44976,-4.91,-14.72,-10.02
44997,-5.46,-13.06,-9.96
45020,-5.65,-11.35,-10.02
45040,-5.55,-9.38,-10.92
45064,-5.13,-7.12,-9.40
45080,-4.11,-5.12,-8.85
45103,-3.08,-3.09,-8.85
45123,-1.97,-0.70,-7.50
45143,-0.71,0.04,-7.33
45166,0.06,-1.33,-7.22
45186,0.23,-3.36,-7.95
45206,0.10,-4.70,-8.90
45229,-0.10,-5.89,-8.40
45250,-0.47,-7.32,-9.52
45273,-0.80,-8.57,-9.07
45293,-1.11,-8.84,-9.52
45314,-1.44,-9.11,-8.85
45334,-1.80,-9.32,-9.85
45357,-1.87,-9.93,-9.68
45377,-2.32,-10.35,-9.12
45400,-2.25,-10.85,-9.74
45421,-2.37,-10.83,-8.90
45452,-2.21,-10.47,-9.85
45476,-2.12,-9.45,-9.46
45495,-1.92,-8.35,-9.12
45519,-1.43,-7.81,-7.95
45539,-1.31,-6.61,-7.45
45560,-0.98,-5.56,-8.45
45583,-0.79,-4.45,-8.23
45603,-0.58,-3.58,-7.50
45623,-0.26,-2.82,-7.78
45643,-0.14,-2.69,-8.23
45666,-0.14,-2.69,-8.17
45686,0.02,-2.69,-7.84
45709,-0.05,-2.87,-8.12
45729,-0.15,-2.95,-8.01
45749,-0.08,-3.03,-8.01
45773,-0.03,-2.95,-8.12
45793,-0.05,-2.91,-8.68
45814,-0.07,-2.84,-8.51
45837,0.01,-2.64,-8.29
45856,-0.04,-2.54,-8.79
45877,-0.06,-2.15,-8.12
45914,-0.05,-1.91,-8.17
45934,0.03,-1.51,-7.67
45957,0.09,-1.82,-8.40
45977,-0.03,-1.93,-8.17
45997,-0.04,-2.15,-8.34
46021,-0.10,-2.72,-8.01
46041,-0.11,-3.26,-6.89
46062,-0.16,-3.51,-8.96
46085,-0.17,-3.70,-7.50
46105,-0.25,-3.48,-9.01
46125,-0.24,-3.45,-8.17
46145,-0.18,-3.04,-8.68
46169,-0.17,-2.77,-7.45
46188,-0.25,-2.41,-8.01
46212,-0.20,-2.20,-8.12
46248,0.03,-2.32,-8.29
46263,0.13,-2.45,-8.34
46284,0.20,-2.52,-7.05
46308,0.22,-2.61,-8.85
46324,0.17,-2.79,-8.68
46347,0.13,-2.72,-8.45
46367,-0.03,-2.46,-8.45
46388,-0.07,-2.39,-7.78
46411,-0.26,-2.65,-7.95
46431,-0.12,-2.76,-8.40
46451,-0.10,-2.66,-7.17
46474,-0.08,-2.46,-8.34
46494,-0.05,-2.37,-8.62
46514,0.02,-2.03,-8.23
46537,0.07,-1.64,-7.78
46552,0.16,-1.55,-7.67
46568,0.15,-1.56,-7.84
46590,0.18,-1.64,-8.17
46604,0.47,-1.85,-7.50
46621,0.57,-2.24,-7.73
46642,0.73,-2.65,-7.39
46657,0.58,-3.34,-7.89
46678,0.43,-3.67,-7.61
46695,0.21,-4.03,-9.07
46714,0.12,-4.13,-8.17
46730,-0.26,-4.41,-8.06
46752,-0.33,-4.23,-8.62
46772,-0.56,-4.19,-8.01
46788,-0.60,-3.76,-8.51
46810,-0.54,-3.23,-7.56
46829,-0.41,-2.76,-8.01
46845,-0.33,-2.55,-7.56
46865,-0.27,-2.16,-8.90
46883,-0.19,-2.01,-8.12
46904,0.01,-1.60,-8.06
46924,0.17,-1.47,-7.89
46947,0.44,-1.90,-8.17
46962,0.56,-2.20,-8.96
46983,0.49,-2.32,-8.01
47007,0.49,-2.58,-9.07
47031,0.52,-2.75,-7.95
47052,0.47,-3.61,-7.89
47082,0.32,-4.13,-8.45
47101,0.19,-4.25,-8.06
47124,0.14,-4.48,-8.17
47144,0.15,-4.42,-8.40
47164,0.31,-4.32,-7.95
47184,0.33,-4.26,-8.12
47208,0.19,-4.33,-7.95
47228,0.12,-4.29,-8.17
47249,-0.04,-4.30,-7.67
47272,-0.23,-4.28,-8.73
47292,-0.42,-4.17,-9.35
47312,-0.66,-4.14,-7.78
47335,-0.61,-3.41,-9.85
47355,-0.36,-2.85,-8.68
47376,-0.10,-2.19,-8.85
47399,0.07,-1.60,-8.34
47419,0.35,-1.14,-8.01
47446,0.67,-1.16,-8.01
47470,0.76,-2.04,-8.29
47494,0.90,-2.81,-7.67
47513,0.87,-3.93,-7.73
47533,1.02,-4.50,-7.00
47553,1.07,-5.04,-7.73
47573,1.17,-3.92,-7.95
47596,1.36,-0.82,-7.56
47616,1.81,2.58,-6.55
47636,2.61,5.80,-5.93
47659,3.43,7.54,-4.70
47680,4.23,7.30,-4.31
47700,5.00,5.78,-5.71
47723,5.38,3.71,-6.05
47743,5.83,1.25,-5.49
47764,6.33,-1.40,-6.21
47787,6.63,-4.85,-5.32
47807,6.73,-8.45,-6.21
47832,6.53,-11.95,-7.00
47852,5.86,-15.38,-8.12
47872,4.33,-17.62,-8.17
47895,2.17,-18.81,-7.28
47910,0.15,-19.09,-6.83
47934,-1.59,-19.07,-8.23
47954,-3.57,-18.33,-7.78
47978,-5.73,-16.92,-7.73
47998,-8.00,-15.13,-7.56
48018,-10.05,-12.51,-8.40
48038,-10.87,-8.96,-6.83
48061,-11.11,-5.65,-7.17
48082,-10.74,-3.54,-6.77
48101,-9.72,-2.10,-5.77
48125,-8.60,-1.25,-6.49
48145,-7.30,-1.80,-7.05
48166,-5.69,-3.21,-7.11
48189,-3.94,-5.31,-6.72
48209,-2.13,-7.23,-7.45
48234,-1.25,-9.00,-7.78
48253,-0.57,-10.47,-7.56
48278,-0.59,-11.27,-8.40
48299,-0.81,-9.94,-9.29
48323,-1.10,-8.39,-8.90
48343,-0.71,-5.13,-7.95
48364,-0.74,-3.51,-7.00
48388,-0.83,-1.98,-6.66
48409,-0.87,-0.52,-5.93
48427,-0.63,0.08,-6.61
48447,-0.08,-0.69,-6.77
48462,0.20,-2.23,-5.32
48479,0.16,-4.15,-6.89
48496,0.22,-6.23,-7.89
48515,0.31,-8.19,-7.67
48532,0.10,-9.39,-7.50
48553,-0.05,-9.25,-8.06
48569,-0.21,-9.49,-8.34
48590,-0.21,-8.99,-7.45
48605,-0.47,-8.55,-7.78
48629,-0.54,-7.33,-8.23
48650,-0.53,-5.59,-7.50
48670,-0.29,-3.19,-7.56
48701,0.19,-1.17,-8.23
48718,1.00,0.81,-6.21
48739,1.66,2.04,-5.65
48760,2.07,1.32,-5.43
48779,2.16,-1.10,-6.33
48804,1.87,-4.47,-5.82
48824,1.43,-7.39,-7.39
48847,0.65,-9.57,-7.78
48868,-0.06,-10.36,-8.01
48888,-0.47,-10.68,-7.45
48913,-0.74,-10.41,-7.73
48933,-0.84,-9.69,-8.62
48954,-0.67,-8.63,-8.45
48977,-0.36,-7.27,-8.17
48998,-0.18,-6.00,-7.95
49019,-0.05,-4.86,-8.73
49039,0.30,-3.63,-8.45
49063,0.69,-2.75,-8.06
49090,0.94,-2.52,-7.89
49116,1.07,-2.46,-8.40
49136,1.23,-2.53,-7.33
49156,1.24,-2.52,-7.95
49179,1.22,-1.95,-7.78
49200,1.32,-0.64,-7.73
49219,1.62,1.59,-7.22
49243,2.01,4.02,-5.65
49263,2.54,5.57,-4.42
49284,2.93,4.48,-7.00
49302,3.23,1.93,-5.82
49321,3.23,-1.18,-5.54
49336,3.26,-4.78,-6.72
49360,2.77,-9.04,-7.45
49381,1.84,-11.84,-6.72
49401,1.10,-12.53,-7.84
49425,0.58,-13.03,-7.78
49447,0.10,-12.71,-7.11
49465,-0.25,-11.38,-8.06
49485,-0.49,-9.17,-8.29
49509,-0.41,-5.09,-8.12
49529,-0.26,-2.09,-6.49
49552,0.18,0.56,-6.49
49572,0.53,2.62,-5.54
49592,1.20,2.61,-3.97
49612,1.63,1.40,-5.32
49636,2.00,-0.40,-5.21
49657,2.40,-2.77,-5.49
49680,3.11,-5.77,-6.21
49700,3.78,-9.06,-6.27
49720,4.70,-11.57,-8.01
49743,5.17,-12.38,-7.22
49763,4.87,-12.09,-6.21
49783,3.81,-11.74,-7.00
49807,2.43,-11.83,-5.37
49828,1.56,-11.94,-5.43
49848,1.04,-12.26,-5.09
49871,0.78,-13.20,-5.15
49892,0.43,-14.27,-4.31
49911,0.15,-15.32,-4.31
49935,-0.18,-16.62,-4.87
49960,-0.19,-17.39,-5.60
49980,-0.04,-17.71,-6.05
50000,-0.02,-18.16,-5.54
50023,0.10,-19.08,-6.05
50043,0.07,-20.63,-6.55
50064,-0.31,-22.30,-7.73
50087,-1.06,-23.47,-7.78
50107,-1.68,-23.35,-7.11
50127,-2.87,-22.64,-8.68
50151,-4.14,-21.39,-7.05
50171,-5.47,-19.64,-7.28
50191,-6.68,-17.66,-6.66
50214,-7.72,-15.61,-7.22
50234,-8.79,-13.35,-6.83
50254,-9.50,-11.01,-7.56
50278,-9.81,-8.78,-7.67
50298,-9.74,-7.05,-7.33
50318,-9.06,-5.98,-7.95
50341,-8.33,-5.44,-7.17
50368,-4.36,-5.14,-8.06
50387,-1.28,-4.96,-8.85
50407,0.15,-4.87,-8.79
50430,1.08,-4.22,-8.85
50450,1.73,-3.31,-8.34
50470,2.24,-2.57,-7.73
50493,2.53,-1.83,-8.79
50514,2.88,-1.25,-6.16
50534,2.82,-1.96,-6.83
50557,2.85,-3.41,-5.65
50577,2.71,-5.04,-5.77
50597,2.31,-6.73,-5.93
50617,1.95,-7.52,-5.43
50640,1.72,-7.51,-5.88
50661,1.69,-7.33,-5.60
50686,1.43,-7.69,-5.65
50710,1.29,-7.80,-5.88
50730,1.22,-7.24,-5.88
50750,1.21,-6.39,-5.93
50774,1.38,-5.40,-5.26
50794,1.48,-4.41,-5.93
50814,1.50,-3.50,-6.16
50834,1.59,-2.94,-5.15
50857,1.65,-2.62,-5.21
50877,1.73,-2.41,-5.54
50902,1.89,-2.63,-4.98
50922,1.83,-3.12,-5.37
50942,1.84,-3.43,-5.26
50965,1.79,-3.62,-4.81
50986,1.67,-3.79,-5.60
51006,1.74,-3.94,-5.77
51030,1.65,-3.99,-5.65
51050,1.49,-4.03,-7.39
51070,1.31,-3.92,-5.37
51094,1.12,-3.86,-5.49
51110,0.95,-3.79,-5.54
51130,0.43,-3.68,-6.44
51148,0.21,-3.18,-5.04
51170,0.01,-3.28,-4.98
51185,-0.03,-3.24,-5.37
51200,-0.16,-3.22,-4.76
51220,-0.08,-3.19,-5.82
51240,-0.01,-3.20,-5.65
51258,0.16,-3.20,-5.43
51277,0.47,-3.17,-5.37
51297,0.67,-3.39,-5.99
51311,0.57,-3.81,-5.43
51335,0.74,-4.02,-5.60
51353,0.79,-4.26,-6.10
51370,0.87,-4.43,-5.71
51388,0.80,-4.39,-5.21
51408,0.77,-4.52,-5.32
51422,0.75,-4.70,-5.43
51445,0.63,-4.96,-5.71
51463,0.48,-4.86,-6.33
51491,0.16,-4.64,-6.33
51510,-0.07,-3.95,-6.38
51532,-0.09,-3.67,-6.44
51555,-0.35,-3.35,-6.83
51576,-0.40,-3.12,-6.10
51596,-0.54,-3.09,-5.09
51619,-0.56,-3.17,-6.05
51639,-0.43,-3.13,-5.77
51660,-0.35,-3.03,-5.54
51683,-0.19,-3.13,-6.10
51703,-0.12,-3.45,-5.26
51723,0.12,-3.54,-6.05
51746,0.41,-3.64,-5.37
51766,0.63,-3.60,-5.04
51786,0.73,-3.45,-5.32
51807,0.68,-3.49,-5.37
51830,0.70,-3.83,-6.27
51850,0.73,-3.98,-4.87
51874,0.61,-4.04,-5.43
51899,0.62,-4.13,-4.87
51925,0.42,-4.08,-5.65
51948,-0.10,-4.33,-6.27
51968,-0.40,-4.31,-5.60
51988,-0.51,-4.20,-5.77
52008,-0.71,-4.13,-6.05
52031,-0.61,-3.18,-5.71
52051,-0.48,-3.11,-5.77
52072,-0.38,-2.90,-6.16
52095,-0.12,-2.19,-5.65
52115,0.14,-2.08,-5.26
52135,0.25,-2.08,-5.71
52159,0.30,-2.17,-5.26
52179,0.38,-2.46,-5.21
52199,0.35,-2.77,-4.42
52222,0.42,-3.42,-5.37
52243,0.27,-3.99,-5.26
52264,0.41,-4.37,-6.27
52288,0.30,-4.48,-5.82
52307,0.38,-4.14,-5.37
52327,0.26,-3.61,-5.37
52356,0.10,-3.81,-5.99
52371,0.05,-3.65,-6.44
52394,0.09,-3.30,-6.10
52414,-0.07,-3.35,-6.10
52435,-0.13,-3.00,-6.05
52455,-0.08,-3.09,-6.05
52478,0.03,-2.75,-6.21
52499,0.13,-2.53,-6.05
52519,0.26,-2.56,-5.60
52542,0.54,-2.78,-5.54
52562,0.81,-1.93,-6.44
52582,0.87,-2.17,-4.65
52606,1.01,-2.64,-5.15
52626,1.17,-2.92,-5.93
52646,0.94,-2.96,-5.88
52669,1.00,-3.09,-5.88
52689,0.93,-3.29,-6.16
52720,0.72,-3.42,-6.10
52739,0.65,-3.51,-5.54
52754,0.52,-3.27,-6.44
52779,0.45,-3.14,-5.99
52798,0.53,-2.98,-5.21
52818,0.43,-2.79,-5.65
52838,0.21,-2.50,-6.16
52861,0.18,-2.05,-5.82
52882,0.12,-1.91,-5.60
52902,0.24,-1.92,-5.32
52925,0.33,-2.28,-4.81
52945,0.55,-2.42,-5.82
52966,0.46,-3.10,-4.93
52989,0.54,-3.37,-6.49
