Index,Pitch,Roll,TurnRate
18033,1.63,-1.72,-9.63
18054,1.77,-1.52,-9.68
18078,1.77,-1.57,-9.80
18098,1.74,-1.83,-8.79
18119,1.59,-2.03,-8.45
18143,1.65,-2.03,-9.01
18163,1.46,-2.32,-8.62
18184,1.41,-2.59,-8.79
18208,1.40,-2.69,-8.79
18228,1.35,-2.75,-8.62
18253,1.21,-2.72,-9.01
18272,1.32,-2.69,-7.17
18294,1.32,-2.79,-8.85
18314,1.25,-2.69,-8.62
18337,1.20,-2.61,-8.57
18358,1.49,-2.57,-8.79
18379,1.43,-2.37,-9.01
18403,1.16,-2.47,-9.74
18424,1.15,-2.25,-8.73
18449,1.29,-2.19,-9.57
18470,1.07,-2.30,-9.24
18491,1.08,-2.03,-8.96
18515,1.15,-2.04,-8.12
18536,1.20,-1.98,-8.79
18556,1.15,-2.06,-10.08
18580,1.19,-2.29,-8.79
18601,1.26,-2.31,-8.06
18622,1.17,-2.64,-9.68
18645,1.14,-2.76,-8.85
18666,0.98,-3.09,-8.17
18687,0.70,-3.14,-9.07
18710,0.58,-2.65,-9.85
18731,0.37,-1.80,-7.61
18751,0.34,-2.63,-8.23
18775,0.26,-3.25,-8.23
18796,0.51,-3.45,-10.41
18816,0.40,-3.81,-8.23
18840,0.68,-1.95,-9.85
18860,0.88,-1.65,-8.29
18881,0.76,-2.24,-9.63
18905,1.17,-2.00,-9.12
18926,1.20,-2.14,-9.18
18946,1.26,-2.44,-9.01
18970,1.35,-2.29,-10.69
18991,1.38,-1.87,-8.45
19011,1.48,-1.73,-9.74
19035,1.38,-1.96,-8.68
19056,1.36,-2.08,-9.12
19077,1.36,-2.54,-9.18
19101,1.25,-2.88,-9.01
19122,1.35,-2.44,-10.58
19142,1.11,-3.13,-9.29
19167,1.07,-2.42,-9.68
19191,1.02,-1.95,-9.01
19212,0.92,-1.65,-7.61
19233,1.01,-1.41,-9.52
19257,1.28,-1.93,-8.68
19277,1.38,-2.25,-7.84
19298,1.76,-2.56,-10.92
19319,1.80,-2.92,-7.95
19343,1.84,-1.63,-8.85
19364,1.87,0.69,-8.90
19384,2.15,3.86,-7.56
19408,2.72,6.86,-6.83
19429,3.25,8.45,-6.44
19449,3.74,7.96,-4.14
19473,4.11,6.56,-5.15
19498,4.80,4.36,-5.82
19518,5.67,2.28,-6.38
19539,6.40,0.63,-6.61
19559,6.46,-1.52,-5.15
19584,6.69,-3.23,-6.05
19604,6.81,-5.50,-7.45
19624,6.36,-7.19,-7.61
19648,5.86,-8.10,-7.89
19669,4.99,-7.97,-7.39
19689,3.85,-9.36,-5.49
19713,2.75,-10.46,-6.72
19734,1.84,-11.87,-5.82
19754,1.46,-13.43,-6.49
19778,0.97,-14.95,-6.61
19799,0.74,-15.37,-6.33
19820,0.53,-15.12,-7.50
19844,0.26,-14.98,-6.16
19865,0.19,-14.55,-6.55
19885,0.23,-14.13,-6.33
19909,0.14,-14.17,-7.78
19930,0.19,-13.77,-6.61
19953,0.27,-13.87,-6.72
19974,0.71,-14.39,-5.82
19994,0.77,-15.92,-4.70
20014,0.54,-17.16,-7.17
20037,0.38,-17.16,-7.00
20058,0.44,-17.41,-7.11
20078,0.24,-17.54,-6.72
20102,0.15,-18.12,-7.17
20123,-0.19,-19.04,-7.50
20143,-0.81,-19.74,-8.29
20167,-1.63,-20.27,-8.57
20189,-2.87,-20.43,-8.68
20210,-4.25,-19.79,-8.51
20234,-5.86,-18.46,-8.57
20255,-7.47,-16.48,-8.62
20276,-8.86,-13.87,-9.63
20299,-9.89,-10.87,-8.45
20321,-10.18,-7.55,-8.68
20341,-10.10,-4.32,-9.57
20365,-9.54,-2.57,-8.23
20386,-8.89,-1.83,-9.91
20411,-8.02,-1.62,-8.29
20432,-7.06,-1.46,-9.29
20456,-5.78,-1.68,-8.85
20476,-4.53,-1.47,-9.85
20497,-3.19,-1.61,-9.57
20521,-2.17,-1.84,-8.79
20541,-1.08,-2.10,-8.79
20562,0.22,-2.35,-8.34
20585,0.90,-2.59,-9.80
20606,1.12,-2.93,-9.35
20627,1.14,-3.12,-10.36
20650,1.13,-2.98,-8.57
20671,1.08,-2.98,-8.68
20691,0.76,-3.40,-9.46
20715,0.80,-3.21,-9.35
20735,0.97,-3.87,-7.95
20762,1.10,-4.39,-11.87
20793,0.41,-3.25,-8.79
20814,-1.24,-4.38,-9.52
20843,-1.53,-2.46,-7.39
20863,0.38,1.47,-11.48
20883,-0.54,-2.73,-6.83
20903,0.47,-4.66,-10.47
20927,1.03,-4.54,-9.52
20947,1.87,-4.76,-8.40
20968,2.72,-4.72,-9.80
20992,3.31,-4.50,-8.90
21014,2.70,-4.51,-8.96
21034,1.82,-4.94,-8.85
21058,1.42,-4.53,-8.23
21079,1.15,-4.36,-9.35
21099,1.29,-4.63,-8.90
21123,1.28,-5.00,-7.73
21143,1.26,-4.79,-9.01
21167,1.08,-4.60,-9.07
21188,0.65,-4.09,-9.52
21212,0.16,-3.52,-9.74
21232,0.32,-3.50,-9.46
21252,0.38,-3.17,-8.12
21273,0.46,-2.96,-9.85
21298,0.57,-2.40,-9.80
21319,0.84,-2.45,-8.12
21343,0.79,-2.11,-9.46
21363,0.95,-2.48,-8.68
21383,1.29,-3.25,-9.74
21407,1.43,-3.85,-7.95
21427,1.53,-4.43,-8.79
21451,1.12,-5.72,-8.06
21472,0.75,-7.08,-8.96
21492,0.25,-7.63,-8.96
21512,-0.05,-7.10,-10.52
21535,-0.28,-6.53,-9.91
21556,-0.35,-5.31,-9.01
21576,-0.41,-5.20,-9.24
21608,0.12,-3.42,-8.57
21626,0.59,-3.62,-7.05
21647,1.14,-3.64,-12.65
21670,0.33,-5.69,-8.06
21691,0.46,-5.44,-10.19
21711,0.34,-5.90,-10.08
21735,0.15,-4.80,-9.40
21755,0.36,-3.50,-8.29
21775,0.58,-2.24,-9.85
21796,0.64,-1.77,-7.05
21819,0.73,-2.13,-8.90
21840,0.81,-2.56,-9.07
21860,0.63,-2.97,-9.12
21883,0.46,-3.39,-9.40
21904,0.46,-3.38,-8.40
21924,0.69,-3.11,-8.51
21948,0.87,-2.68,-9.29
21968,1.23,-2.24,-9.35
21989,1.45,-2.05,-9.63
22012,1.57,-1.99,-9.57
22033,1.69,-1.71,-9.07
22057,1.64,-1.52,-9.07
22077,1.57,-1.78,-8.85
22097,1.55,-2.10,-9.01
22121,1.58,-2.67,-9.52
22141,1.35,-3.18,-9.74
22161,0.98,-3.73,-8.45
22182,0.66,-3.95,-9.29
22205,0.34,-4.14,-8.73
22225,0.14,-4.25,-8.57
22246,0.38,-4.20,-9.80
22269,0.55,-4.22,-8.96
22290,0.56,-4.00,-9.68
22310,0.78,-3.50,-8.73
22334,0.95,-3.08,-9.91
22355,0.91,-2.90,-8.90
22375,0.96,-2.38,-9.07
22399,0.92,-2.02,-8.68
22419,1.09,-2.04,-8.96
22440,1.09,-2.62,-9.96
22465,1.06,-3.19,-9.40
22484,0.94,-3.69,-8.51
22505,0.72,-3.90,-9.29
22529,0.62,-4.00,-8.23
22550,0.60,-4.02,-9.57
22570,0.73,-4.28,-9.85
22591,0.87,-4.25,-10.24
22615,1.01,-4.33,-9.07
22636,1.11,-4.14,-9.74
22656,1.13,-4.02,-10.64
22680,1.06,-4.00,-8.45
22700,1.04,-3.58,-8.73
22720,0.96,-3.59,-9.07
22744,0.98,-3.31,-9.24
22765,0.94,-3.54,-8.96
22785,1.12,-3.22,-10.41
22809,0.95,-3.19,-9.12
22829,0.93,-2.69,-8.90
22851,0.92,-2.19,-9.63
22874,0.82,-1.68,-9.18
22895,0.95,-1.34,-8.90
22915,1.17,-1.26,-9.07
22939,1.22,-1.61,-8.90
22959,1.29,-1.81,-8.68
22980,1.70,-2.22,-8.85
23004,1.84,-1.53,-8.96
23024,2.03,-4.40,-6.77
23045,1.54,-7.71,-9.74
23069,0.99,-9.27,-9.52
23089,0.97,-8.58,-11.20
23110,1.71,-7.75,-9.12
23133,1.48,-7.08,-9.40
23154,1.54,-6.40,-9.40
23174,1.29,-6.75,-8.73
23195,1.03,-6.46,-8.85
23218,0.66,-6.22,-9.07
23239,0.65,-5.98,-10.19
23263,0.38,-5.92,-9.80
23284,0.08,-5.81,-8.34
23317,-0.14,-5.38,-9.35
23338,-0.19,-4.43,-9.91
23361,-0.15,-3.68,-9.40
23382,0.26,-3.13,-8.73
23402,0.91,-2.50,-10.24
23422,1.69,-2.04,-8.85
23446,2.53,-1.64,-8.29
23466,3.08,-1.32,-9.12
23490,3.55,-1.53,-9.24
23511,3.80,-2.67,-9.24
23531,3.70,-4.02,-9.40
23555,3.48,-5.21,-9.74
23575,3.10,-6.08,-9.40
23596,2.64,-6.99,-9.63
23620,2.00,-7.28,-9.18
23640,1.41,-7.31,-9.35
23660,1.02,-7.10,-8.34
23683,0.45,-6.65,-9.46
23704,0.25,-5.56,-9.18
23725,0.50,-4.17,-9.24
23748,0.99,-3.05,-8.73
23769,1.57,-2.37,-8.34
23789,1.97,-2.52,-8.34
23813,2.24,-2.87,-9.29
23833,2.23,-3.45,-8.12
23853,2.10,-3.73,-8.57
23877,1.96,-3.94,-10.19
23897,1.76,-4.25,-8.23
23917,1.71,-3.98,-9.74
23938,1.80,-3.64,-9.35
23961,1.81,-3.47,-8.29
23981,1.89,-3.19,-8.73
24002,1.90,-3.22,-9.01
24025,2.01,-3.42,-10.30
24046,1.90,-4.08,-8.57
24066,1.97,-4.82,-8.90
24090,1.91,-4.72,-10.13
24110,1.97,-4.86,-10.41
24135,1.92,-4.28,-9.80
24155,2.13,-3.70,-9.12
24175,2.40,-3.46,-8.62
24199,2.32,-3.19,-7.73
24218,2.25,-3.03,-9.07
24240,2.14,-3.22,-9.07
24263,2.01,-3.63,-8.85
24283,1.91,-3.95,-9.24
24304,1.62,-4.14,-8.96
24324,1.42,-4.03,-9.74
24348,1.45,-3.78,-9.46
24368,1.23,-3.63,-9.12
24389,1.26,-3.20,-9.74
24413,1.43,-2.86,-9.57
24433,1.51,-4.83,-8.40
24453,1.48,-8.50,-10.69
24477,0.84,-11.83,-11.03
24497,0.04,-13.35,-11.42
24518,-1.34,-14.64,-11.70
24541,-2.43,-15.05,-12.82
24568,-3.64,-15.14,-11.48
24598,-4.85,-14.75,-11.76
24618,-6.02,-13.83,-11.48
24646,-6.58,-12.57,-12.71
24665,-6.56,-11.24,-11.20
24685,-6.28,-10.35,-11.76
24706,-5.80,-9.92,-11.76
24730,-5.26,-9.94,-11.03
24751,-4.44,-10.70,-11.36
24771,-4.15,-11.22,-11.76
24795,-4.00,-11.71,-12.54
24815,-4.03,-12.14,-12.15
24836,-4.12,-12.13,-12.04
24859,-4.17,-11.78,-11.14
24880,-4.45,-11.62,-11.70
24900,-4.54,-10.97,-12.26
24924,-4.60,-10.68,-12.15
24944,-4.69,-10.35,-13.32
24964,-4.51,-10.25,-11.48
24989,-4.26,-9.82,-12.37
25009,-4.07,-9.61,-12.20
25040,-3.80,-9.34,-11.81
25056,-3.28,-9.01,-12.43
25079,-2.52,-9.29,-11.76
25099,-2.08,-9.77,-12.04
25120,-1.78,-10.26,-12.32
25144,-1.62,-10.96,-11.14
25164,-1.66,-11.67,-12.20
25185,-1.74,-12.22,-11.92
25208,-2.18,-12.89,-11.76
25229,-2.85,-13.32,-10.92
25253,-3.63,-13.59,-12.48
25273,-4.66,-13.68,-10.64
25293,-5.44,-13.84,-11.70
25313,-6.32,-13.29,-10.80
25337,-6.85,-12.68,-11.59
25358,-7.30,-11.96,-11.92
25378,-7.39,-11.02,-11.64
25408,-7.28,-10.33,-12.09
25428,-6.75,-9.52,-11.53
25463,-6.00,-9.05,-11.59
25495,-4.83,-8.89,-12.37
25511,-3.76,-9.37,-12.04
25535,-3.29,-9.55,-11.53
25555,-2.95,-9.65,-11.92
25576,-2.66,-9.90,-12.04
25600,-2.39,-10.22,-11.64
25620,-2.05,-10.91,-11.92
25641,-2.01,-11.23,-11.87
25664,-1.94,-10.78,-12.09
25685,-1.77,-11.62,-11.08
25705,-1.83,-13.62,-11.64
25728,-2.25,-14.60,-11.81
25748,-2.60,-15.09,-11.64
25769,-2.81,-14.91,-12.60
25792,-2.92,-14.62,-12.20
25814,-2.65,-13.92,-12.26
25834,-2.56,-12.29,-11.87
25858,-2.13,-10.33,-10.19
25883,-1.62,-8.28,-9.96
25913,-0.90,-5.96,-9.68
25928,-0.14,-3.65,-9.52
25952,0.43,-2.39,-8.17
25973,0.77,-2.35,-7.56
25993,0.76,-2.70,-6.49
26017,0.92,-3.06,-7.00
26038,0.84,-3.30,-7.56
26062,0.83,-3.35,-7.61
26083,0.93,-3.54,-6.61
26103,0.77,-3.65,-7.11
26124,0.70,-3.47,-7.28
26147,0.82,-3.31,-7.67
26168,0.91,-2.81,-6.66
26188,1.17,-1.87,-6.21
26212,1.33,-0.86,-6.72
26233,1.54,-0.13,-5.65
26254,1.63,0.30,-5.77
26278,1.75,0.52,-5.82
26299,1.91,-0.08,-5.32
26320,1.99,-1.58,-5.93
26343,1.57,-3.66,-5.37
26364,1.40,-5.95,-5.49
26384,0.98,-7.43,-5.54
26408,0.60,-7.73,-6.72
26429,0.35,-7.74,-6.94
26449,0.25,-7.11,-7.22
26473,0.07,-6.39,-7.22
26494,0.03,-5.21,-7.39
26518,0.07,-4.23,-7.73
26539,0.16,-3.54,-6.72
26563,0.25,-3.12,-7.00
26584,0.15,-2.85,-7.61
26604,0.30,-2.70,-7.78
26628,0.42,-2.71,-7.33
26648,0.53,-2.46,-7.00
26674,0.68,-2.40,-6.66
26693,0.71,-2.39,-6.16
26714,0.88,-2.28,-6.94
26738,0.84,-2.46,-7.28
26758,0.87,-2.56,-7.95
26778,0.90,-2.95,-8.06
26799,0.81,-3.03,-6.55
26823,1.08,-2.80,-7.73
26843,0.90,-2.80,-6.89
26863,0.99,-2.80,-7.33
26887,1.23,-2.62,-7.78
26907,1.14,-2.64,-7.61
26927,1.08,-2.51,-6.83
26948,1.20,-2.32,-7.28
26971,1.34,-2.40,-6.66
26992,1.54,-2.47,-7.28
27013,1.61,-2.70,-6.77
27037,1.53,-2.79,-7.00
27058,1.31,-2.86,-7.39
27078,1.38,-2.95,-7.89
27102,1.35,-3.03,-8.85
27130,1.34,-3.12,-8.06
27150,1.45,-3.28,-7.17
27175,1.44,-3.26,-6.61
27194,1.35,-3.30,-7.33
27215,1.36,-3.54,-6.66
27236,1.32,-3.41,-7.95
27259,1.17,-3.48,-5.54
27280,0.95,-3.40,-8.12
27301,1.04,-2.87,-7.56
27324,0.98,-2.57,-6.66
27345,1.32,-0.92,-8.12
27366,1.14,-1.14,-5.32
27389,1.90,-2.38,-9.18
27410,2.42,-5.19,-5.77
27431,2.53,-6.09,-7.67
27454,2.42,-7.46,-8.68
27475,2.05,-7.34,-7.95
27495,2.01,-6.51,-8.40
27521,1.69,-6.05,-7.22
27544,1.58,-4.53,-7.56
27565,1.12,-3.24,-7.67
27586,0.70,-2.47,-6.49
27609,0.11,-1.14,-6.38
27629,-0.06,0.09,-6.49
27650,0.34,0.43,-6.55
27674,0.81,-0.05,-5.65
27696,1.18,-1.59,-6.21
27716,1.20,-3.50,-6.21
27740,1.28,-5.59,-6.61
27761,1.13,-7.12,-6.94
27782,0.88,-7.55,-7.33
27806,0.71,-7.54,-8.12
27826,0.51,-7.13,-8.12
27847,0.57,-6.35,-7.61
27868,0.58,-5.52,-7.73
27892,0.59,-4.86,-8.06
27912,0.60,-4.26,-6.21
27933,0.47,-3.78,-8.01
27957,0.46,-3.36,-7.84
27978,0.38,-3.02,-8.01
28003,0.23,-2.63,-7.00
28027,0.21,-2.57,-7.28
28043,0.38,-2.30,-6.89
28067,0.38,-2.57,-6.94
28087,0.25,-6.20,-8.01
28108,-0.05,-9.93,-8.57
28131,-0.70,-12.46,-9.85
28152,-1.23,-13.48,-10.86
28172,-1.83,-14.31,-9.68
28193,-2.48,-14.94,-9.63
28217,-2.84,-15.32,-9.96
28237,-3.21,-15.44,-10.24
28258,-3.67,-15.55,-10.47
28282,-4.05,-15.61,-9.12
28303,-4.14,-15.67,-9.68
28323,-4.19,-15.65,-11.31
28347,-4.21,-15.69,-9.35
28373,-3.98,-15.65,-9.80
28398,-4.07,-15.90,-10.58
28419,-4.29,-16.17,-9.52
28442,-4.71,-16.22,-10.97
28469,-5.12,-16.31,-9.96
28490,-5.97,-16.25,-10.86
28511,-6.57,-16.03,-9.74
28534,-7.25,-15.37,-10.97
28555,-7.72,-14.85,-9.96
28576,-8.21,-14.09,-9.80
28599,-8.57,-12.75,-10.36
28620,-8.77,-11.43,-11.31
28640,-8.69,-10.60,-9.68
28663,-8.32,-9.35,-10.69
28684,-7.78,-8.58,-10.58
28705,-6.74,-7.84,-10.36
28729,-5.63,-7.39,-9.96
28750,-4.09,-7.32,-10.69
28775,-2.80,-7.00,-9.57
28796,-1.41,-6.75,-10.13
28816,-0.23,-6.19,-9.68
28840,0.69,-5.35,-9.80
28866,1.32,-3.89,-9.24
28885,2.09,-1.65,-8.23
28905,2.48,0.07,-8.57
28925,2.88,1.69,-6.89
28949,3.15,3.14,-7.05
28969,3.28,3.19,-5.99
28989,3.33,1.86,-7.39
29013,3.18,-0.14,-7.28
29034,2.69,-2.54,-6.16
29054,2.48,-3.83,-7.22
29078,2.13,-4.42,-7.11
29099,1.93,-4.31,-7.61
29122,1.80,-3.70,-7.67
29143,1.90,-1.57,-8.34
29163,2.15,1.50,-6.89
29184,2.67,4.39,-5.65
29208,3.24,6.72,-5.77
29233,3.52,6.45,-4.25
29253,3.95,4.66,-6.21
29274,4.16,1.80,-5.54
29294,4.11,-1.74,-5.21
29314,3.85,-5.25,-6.16
29338,3.19,-7.44,-6.55
29358,2.49,-7.44,-5.71
29379,2.14,-6.39,-6.21
29403,2.13,-5.45,-5.65
29423,2.09,-4.79,-4.76
29444,2.08,-5.07,-5.09
29467,1.70,-6.44,-4.65
29488,1.33,-8.46,-5.15
29509,0.57,-10.93,-6.21
29533,0.11,-12.11,-6.49
29553,-0.57,-12.61,-8.06
29574,-1.20,-12.76,-7.84
29597,-1.52,-11.94,-8.34
29618,-1.91,-11.24,-7.00
29640,-2.22,-9.90,-8.06
29669,-1.97,-8.08,-7.33
29706,-1.43,-5.98,-6.38
29722,-0.09,-3.85,-7.56
29742,0.46,-3.56,-7.67
29766,0.73,-3.17,-7.50
29786,1.23,-2.82,-7.39
29808,1.38,-2.69,-7.84
29831,1.54,-2.39,-7.17
29851,1.43,-2.44,-7.45
29871,1.52,-2.32,-7.84
29895,1.56,-2.23,-7.84
29915,1.50,-2.31,-6.55
29936,1.42,-2.03,-7.67
29957,1.42,-1.94,-7.05
29980,1.44,-1.89,-7.45
30001,1.47,-2.10,-7.67
30021,1.40,-1.91,-7.11
30045,1.53,-2.58,-6.66
30076,1.45,-2.46,-7.61
30095,1.54,-1.95,-8.17
30120,1.79,-1.64,-9.24
30145,1.60,-1.58,-7.28
30166,1.92,-1.23,-8.12
30186,2.02,-1.49,-8.23
30209,2.03,-1.93,-7.50
30229,2.01,-2.74,-8.01
30250,1.89,-3.01,-7.39
30273,1.82,-2.88,-7.56
30294,1.82,-2.65,-6.94
30314,1.91,-1.94,-7.11
30338,1.96,-1.78,-7.56
30358,1.82,-1.93,-6.21
30379,1.88,-2.05,-7.22
30399,1.82,-2.32,-6.38
30422,1.74,-2.33,-7.84
30443,1.78,-2.28,-7.45
30467,1.60,-2.15,-7.56
30488,1.57,-2.67,-7.45
30507,1.67,-3.25,-7.89
30531,1.87,-3.64,-7.33
30551,1.90,-3.63,-8.06
30572,2.01,-3.56,-7.61
30592,2.17,-3.31,-7.78
30616,2.26,-2.52,-8.01
30636,2.09,-2.28,-6.49
30657,2.01,-1.80,-6.61
30680,1.68,-1.77,-7.56
30700,1.56,-2.04,-8.40
30720,1.30,-2.62,-7.73
30744,1.12,-2.93,-7.33
30764,0.89,-3.41,-6.77
30785,0.84,-4.18,-6.89
30808,0.67,-4.57,-7.73
30828,0.69,-4.30,-6.77
30849,0.80,-4.15,-7.56
30872,0.67,-4.19,-7.00
30893,0.79,-4.06,-7.17
30914,1.01,-3.68,-7.67
30939,1.23,-3.39,-7.33
30957,1.19,-3.38,-7.45
30977,1.18,-3.20,-7.11
31001,1.00,-3.14,-7.39
31021,0.86,-2.91,-7.05
31041,0.81,-2.56,-8.68
31062,0.75,-2.50,-8.23
31086,0.70,-2.40,-7.95
31111,0.53,-2.36,-7.28
31131,0.74,-2.68,-7.00
31151,0.74,-2.27,-7.73
31175,0.90,-1.81,-7.05
31195,1.03,-1.37,-7.73
31215,0.91,-1.30,-6.55
31238,1.15,-1.31,-8.73
31258,1.12,-1.63,-7.56
31279,1.09,-2.09,-7.56
31303,1.23,-1.76,-7.61
31330,1.23,-1.41,-7.28
31350,1.27,-1.89,-7.05
31371,1.02,-2.28,-7.22
31393,0.95,-2.51,-7.22
31414,0.80,-2.76,-7.89
31434,0.83,-2.70,-8.01
31455,0.52,-2.63,-7.11
31478,0.29,-2.61,-7.67
31498,0.23,-2.46,-7.50
31519,0.12,-1.06,-7.84
31540,0.38,2.52,-7.22
31560,0.72,6.17,-6.10
31583,1.52,9.49,-5.60
31603,1.96,11.15,-3.58
31624,2.41,10.98,-4.59
31647,3.20,9.94,-4.70
31668,3.87,8.52,-4.53
31689,4.87,7.03,-5.37
31713,5.73,5.62,-4.59
31734,6.66,4.05,-5.65
31769,7.15,2.52,-5.15
31790,8.25,-0.21,-4.48
31810,8.62,-1.80,-4.98
31833,8.71,-3.70,-5.93
31854,8.52,-5.39,-4.48
31874,8.18,-6.35,-6.21
31898,7.61,-8.08,-4.31
31919,6.89,-9.71,-5.04
31939,5.93,-11.13,-5.26
31963,4.78,-12.44,-4.93
31984,3.68,-13.55,-5.65
32005,2.30,-14.73,-5.60
32026,0.98,-16.27,-5.09
32050,0.14,-17.60,-5.43
32069,-0.73,-18.64,-5.49
32090,-1.35,-19.88,-5.99
32114,-1.98,-20.71,-6.21
32139,-2.67,-21.16,-6.16
32154,-4.04,-21.08,-6.83
32184,-5.17,-19.40,-6.83
32208,-6.53,-16.39,-6.16
32241,-7.56,-13.54,-6.94
32261,-8.38,-8.23,-6.77
32281,-8.32,-6.41,-6.61
32304,-7.91,-5.99,-6.38
32325,-7.44,-6.20,-6.49
32346,-6.52,-6.40,-7.05
32369,-5.76,-6.37,-6.49
32389,-4.87,-5.92,-7.56
32410,-3.96,-5.47,-6.33
32434,-2.92,-4.78,-6.72
32454,-1.94,-4.28,-6.61
32475,-1.10,-3.79,-8.45
32498,-0.81,-3.57,-8.06
32519,-0.68,-3.44,-6.77
32539,-0.37,-3.11,-7.67
32563,-0.37,-2.96,-7.05
32583,-0.38,-2.76,-8.06
32604,-0.38,-2.63,-7.61
32633,-0.23,-2.32,-7.78
32648,-0.44,-2.27,-7.78
32672,-0.47,-2.01,-7.56
32692,-0.41,-1.91,-7.45
32713,-0.34,-1.96,-6.83
32734,-0.19,-1.83,-7.17
32757,-0.18,-1.71,-7.17
32778,-0.12,-1.67,-8.01
32798,-0.02,-1.74,-7.33
32822,0.09,-1.83,-6.44
32843,0.14,-1.92,-6.89
32863,0.23,-2.07,-8.06
32887,0.15,-1.73,-7.22
32908,0.29,-0.87,-6.77
32928,0.48,-0.01,-6.33
32952,0.56,0.90,-6.21
32973,0.84,1.29,-6.21
32995,0.81,-1.24,-5.37
33018,0.75,-5.39,-7.56
33039,0.20,-8.84,-7.45
33060,-0.47,-10.44,-7.84
33083,-1.03,-11.13,-8.06
33104,-1.52,-10.76,-8.34
33124,-1.70,-9.83,-8.29
33147,-1.69,-8.17,-9.29
33168,-1.54,-6.58,-8.40
33188,-1.22,-5.31,-8.29
33211,-0.69,-4.27,-8.06
33231,-0.51,-3.48,-7.95
33252,-0.38,-2.70,-8.01
33275,-0.05,-2.03,-7.39
33296,0.16,-1.71,-7.45
33316,0.34,-1.93,-7.22
33340,0.40,-2.38,-7.05
33360,0.30,-2.76,-8.29
33381,0.32,-3.12,-8.06
33405,0.34,-3.61,-7.22
33425,0.23,-3.50,-6.77
33445,0.30,-3.23,-8.34
33470,0.34,-3.18,-7.73
33493,0.51,-2.97,-8.17
33513,0.41,-3.05,-7.95
33534,0.37,-2.92,-7.45
33554,0.29,-2.94,-7.45
33578,0.26,-2.76,-7.78
33599,0.30,-2.71,-7.05
33622,0.29,-2.78,-7.39
33643,0.08,-2.65,-8.01
33663,0.31,-2.59,-7.56
33688,0.20,-2.36,-7.39
33708,0.38,-1.64,-7.22
33729,0.51,-1.19,-7.67
33752,0.58,-0.69,-7.17
33773,0.67,-0.03,-6.66
33793,0.82,0.50,-6.72
33817,0.92,-0.78,-5.71
33838,1.06,-2.65,-7.00
33858,0.74,-5.47,-7.00
33881,0.26,-7.40,-7.17
33902,0.00,-8.51,-8.45
33922,-0.47,-8.88,-7.28
33946,-0.89,-8.83,-7.95
33966,-0.99,-8.24,-7.45
33986,-1.19,-7.23,-9.07
34009,-1.08,-6.14,-7.67
34029,-1.02,-5.00,-7.89
34050,-0.81,-4.12,-8.17
34074,-0.53,-2.95,-7.95
34094,-0.04,-2.46,-7.33
34114,0.19,-1.95,-7.39
34137,0.41,-2.32,-6.77
34158,0.51,-2.58,-7.11
34178,0.52,-3.09,-6.77
34202,0.74,-3.49,-6.49
34222,0.90,-3.92,-7.17
34243,0.88,-4.39,-7.56
34268,0.92,-4.80,-7.78
34287,1.00,-5.09,-8.12
34311,0.93,-5.57,-6.83
34336,0.77,-5.75,-7.67
34356,0.50,-5.81,-7.84
34377,0.25,-5.81,-7.78
34398,0.10,-5.21,-8.90
34421,0.04,-4.81,-8.68
34441,-0.08,-3.96,-7.28
34462,-0.07,-3.21,-7.33
34486,-0.01,-2.67,-7.73
34506,0.05,-2.19,-7.00
34526,0.31,-1.96,-7.28
34550,0.69,-2.03,-7.33
34570,0.91,-2.46,-7.22
34591,1.20,-3.01,-7.50
34615,1.06,-3.70,-6.83
34635,1.28,-3.90,-7.73
34656,1.18,-4.11,-7.39
34680,1.01,-4.03,-8.01
34705,1.23,-4.15,-7.56
34726,1.18,-4.02,-7.22
34746,1.23,-3.98,-7.84
34766,1.08,-4.01,-7.39
34790,0.92,-3.54,-7.78
34810,0.76,-3.20,-7.39
34831,0.53,-3.05,-7.28
34855,0.40,-3.19,-7.61
34875,0.34,-3.33,-7.33
34896,0.16,-3.42,-8.85
34916,0.06,-3.48,-7.84
34940,0.07,-3.47,-6.33
34961,0.03,-3.53,-8.90
34982,0.12,-3.67,-7.33
35005,0.23,-3.50,-8.06
35026,0.26,-3.60,-7.00
35046,0.39,-3.68,-8.34
35070,0.42,-3.70,-7.89
35091,0.44,-3.48,-8.06
35111,0.49,-3.09,-8.40
35135,0.63,-2.90,-6.66
35160,0.73,-2.48,-8.12
35181,0.70,-2.38,-8.01
35199,0.68,-1.94,-7.56
35219,0.63,-1.74,-6.72
35240,0.54,-1.63,-7.73
35260,0.56,-1.93,-7.33
35284,0.59,-1.47,-7.73
35305,0.70,1.46,-6.94
35325,0.96,4.67,-6.49
35349,1.54,7.71,-5.49
35369,2.37,9.63,-4.53
35390,3.31,9.83,-4.42
35415,4.41,8.69,-4.53
35435,5.63,7.22,-4.48
35456,6.96,5.73,-4.70
35480,8.37,4.11,-4.81
35501,9.73,2.48,-5.09
35545,10.43,0.48,-4.31
35579,10.27,-4.81,-5.15
35597,9.85,-7.78,-4.81
35617,9.52,-9.19,-5.15
35638,8.99,-10.56,-3.92
35658,8.11,-12.20,-5.49
35682,7.03,-13.67,-4.70
35703,5.69,-14.80,-5.15
35723,4.39,-16.09,-5.26
35747,2.98,-16.87,-4.81
35767,1.54,-17.76,-4.31
35787,0.61,-18.88,-4.70
35811,0.01,-19.60,-5.09
